Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Terrestre;Acre;Bolívia;Abril;2025;268
Terrestre;Acre;Bolívia;Abril;2025;1
Terrestre;Amapá;Bolívia;Abril;2025;1
Terrestre;Paraná;Bolívia;Abril;2025;76
Terrestre;Paraná;Bolívia;Abril;2025;80
Terrestre;Santa Catarina;Bolívia;Abril;2025;3
Terrestre;Rio Grande do Sul;Bolívia;Abril;2025;3
Terrestre;Rio Grande do Sul;Bolívia;Abril;2025;1
Terrestre;Rio Grande do Sul;Bolívia;Abril;2025;3
Terrestre;Rio Grande do Sul;Bolívia;Abril;2025;1
Terrestre;Rio Grande do Sul;Bolívia;Abril;2025;22
Terrestre;Mato Grosso do Sul;Bolívia;Abril;2025;2288
Terrestre;Mato Grosso do Sul;Bolívia;Abril;2025;12
Terrestre;Mato Grosso;Bolívia;Abril;2025;65
Marítima;São Paulo;Bolívia;Abril;2025;9
Fluvial;Amapá;Bolívia;Abril;2025;1
Fluvial;Rio Grande do Sul;Bolívia;Abril;2025;2
Aérea;Rio de Janeiro;Botsuana;Abril;2025;1
Aérea;São Paulo;Botsuana;Abril;2025;12
Aérea;Ceará;Bulgária;Abril;2025;5
Aérea;Rio Grande do Norte;Bulgária;Abril;2025;2
Aérea;Bahia;Bulgária;Abril;2025;4
Aérea;Minas Gerais;Bulgária;Abril;2025;1
Aérea;Rio de Janeiro;Bulgária;Abril;2025;75
Aérea;São Paulo;Bulgária;Abril;2025;1
Aérea;São Paulo;Bulgária;Abril;2025;266
Aérea;Paraná;Bulgária;Abril;2025;1
Aérea;Santa Catarina;Bulgária;Abril;2025;3
Terrestre;Paraná;Bulgária;Abril;2025;5
Terrestre;Paraná;Bulgária;Abril;2025;112
Terrestre;Rio Grande do Sul;Bulgária;Abril;2025;1
Terrestre;Mato Grosso do Sul;Bulgária;Abril;2025;5
Marítima;Rio de Janeiro;Bulgária;Abril;2025;3
Marítima;Rio de Janeiro;Bulgária;Abril;2025;4
Aérea;Pará;Burkina Faso;Abril;2025;1
Aérea;Bahia;Burkina Faso;Abril;2025;1
Aérea;São Paulo;Burkina Faso;Abril;2025;2
Aérea;São Paulo;Burundi;Abril;2025;3
Aérea;Rio de Janeiro;Butão;Abril;2025;1
Aérea;Amazonas;Bélgica;Abril;2025;3
Aérea;Pará;Bélgica;Abril;2025;13
Aérea;Ceará;Bélgica;Abril;2025;47
Aérea;Rio Grande do Norte;Bélgica;Abril;2025;28
Aérea;Pernambuco;Bélgica;Abril;2025;56
Aérea;Alagoas;Bélgica;Abril;2025;4
Aérea;Bahia;Bélgica;Abril;2025;80
Aérea;Minas Gerais;Bélgica;Abril;2025;51
Aérea;Rio de Janeiro;Bélgica;Abril;2025;660
Aérea;São Paulo;Bélgica;Abril;2025;32
Aérea;São Paulo;Bélgica;Abril;2025;980
Aérea;Paraná;Bélgica;Abril;2025;4
Aérea;Santa Catarina;Bélgica;Abril;2025;17
Aérea;Rio Grande do Sul;Bélgica;Abril;2025;2
Aérea;Distrito Federal;Bélgica;Abril;2025;24
Terrestre;Acre;Bélgica;Abril;2025;1
Terrestre;Amazonas;Bélgica;Abril;2025;1
Terrestre;Roraima;Bélgica;Abril;2025;1
Terrestre;Amapá;Bélgica;Abril;2025;10
Terrestre;Paraná;Bélgica;Abril;2025;18
Terrestre;Paraná;Bélgica;Abril;2025;128
Terrestre;Rio Grande do Sul;Bélgica;Abril;2025;6
Terrestre;Rio Grande do Sul;Bélgica;Abril;2025;1
Terrestre;Mato Grosso do Sul;Bélgica;Abril;2025;2
Marítima;Paraíba;Bélgica;Abril;2025;1
Marítima;Rio de Janeiro;Bélgica;Abril;2025;1
Marítima;Rio de Janeiro;Bélgica;Abril;2025;17
Fluvial;Amapá;Bélgica;Abril;2025;4
Fluvial;Rio Grande do Sul;Bélgica;Abril;2025;1
Aérea;Ceará;Bósnia-Herzegovina;Abril;2025;1
Aérea;Rio de Janeiro;Bósnia-Herzegovina;Abril;2025;14
Aérea;São Paulo;Bósnia-Herzegovina;Abril;2025;32
Aérea;Santa Catarina;Bósnia-Herzegovina;Abril;2025;1
Aérea;Pará;Cabo Verde;Abril;2025;1
Aérea;Ceará;Cabo Verde;Abril;2025;7
Aérea;Pernambuco;Cabo Verde;Abril;2025;1
Aérea;Minas Gerais;Cabo Verde;Abril;2025;1
Aérea;Rio de Janeiro;Cabo Verde;Abril;2025;14
Aérea;São Paulo;Cabo Verde;Abril;2025;5
Aérea;São Paulo;Cabo Verde;Abril;2025;22
Aérea;Rio Grande do Sul;Cabo Verde;Abril;2025;1
Aérea;Distrito Federal;Cabo Verde;Abril;2025;9
Aérea;Bahia;Camarões;Abril;2025;2
Aérea;Rio de Janeiro;Camarões;Abril;2025;2
Aérea;São Paulo;Camarões;Abril;2025;1
Aérea;São Paulo;Camarões;Abril;2025;38
Aérea;São Paulo;Camboja;Abril;2025;4
Aérea;Amazonas;Canadá;Abril;2025;24
Aérea;Pará;Canadá;Abril;2025;5
Aérea;Ceará;Canadá;Abril;2025;19
Aérea;Pernambuco;Canadá;Abril;2025;18
Aérea;Bahia;Canadá;Abril;2025;10
Aérea;Minas Gerais;Canadá;Abril;2025;16
Aérea;Rio de Janeiro;Canadá;Abril;2025;1103
Aérea;São Paulo;Canadá;Abril;2025;19
Aérea;São Paulo;Canadá;Abril;2025;5385
Aérea;São Paulo;Canadá;Abril;2025;1
Aérea;Paraná;Canadá;Abril;2025;5
Aérea;Santa Catarina;Canadá;Abril;2025;25
Aérea;Rio Grande do Sul;Canadá;Abril;2025;6
Aérea;Distrito Federal;Canadá;Abril;2025;47
Terrestre;Acre;Canadá;Abril;2025;1
Terrestre;Amazonas;Canadá;Abril;2025;1
Terrestre;Roraima;Canadá;Abril;2025;4
Terrestre;Paraná;Canadá;Abril;2025;14
Terrestre;Paraná;Canadá;Abril;2025;306
Terrestre;Santa Catarina;Canadá;Abril;2025;1
Terrestre;Rio Grande do Sul;Canadá;Abril;2025;5
Terrestre;Rio Grande do Sul;Canadá;Abril;2025;1
Terrestre;Rio Grande do Sul;Canadá;Abril;2025;1
Terrestre;Rio Grande do Sul;Canadá;Abril;2025;1
Terrestre;Mato Grosso do Sul;Canadá;Abril;2025;1
Terrestre;Mato Grosso do Sul;Canadá;Abril;2025;3
Marítima;Rio de Janeiro;Canadá;Abril;2025;34
Marítima;São Paulo;Canadá;Abril;2025;4
Fluvial;Rio Grande do Sul;Canadá;Abril;2025;1
Aérea;Rio de Janeiro;Casaquistão;Abril;2025;10
Aérea;São Paulo;Casaquistão;Abril;2025;2
Aérea;São Paulo;Casaquistão;Abril;2025;117
Terrestre;Roraima;Casaquistão;Abril;2025;1
Terrestre;Paraná;Casaquistão;Abril;2025;1
Terrestre;Paraná;Casaquistão;Abril;2025;17
Aérea;Rio de Janeiro;Catar;Abril;2025;1
Aérea;São Paulo;Catar;Abril;2025;56
Aérea;Amazonas;Chile;Abril;2025;2
Aérea;Pará;Chile;Abril;2025;1
Aérea;Ceará;Chile;Abril;2025;143
Aérea;Rio Grande do Norte;Chile;Abril;2025;3
Aérea;Pernambuco;Chile;Abril;2025;335
Aérea;Alagoas;Chile;Abril;2025;2
Aérea;Bahia;Chile;Abril;2025;1
Aérea;Bahia;Chile;Abril;2025;199
Aérea;Minas Gerais;Chile;Abril;2025;159
Aérea;Rio de Janeiro;Chile;Abril;2025;20800
Aérea;São Paulo;Chile;Abril;2025;10
Aérea;São Paulo;Chile;Abril;2025;12768
Aérea;Paraná;Chile;Abril;2025;695
Aérea;Paraná;Chile;Abril;2025;165
Aérea;Santa Catarina;Chile;Abril;2025;10086
Aérea;Santa Catarina;Chile;Abril;2025;2
Aérea;Rio Grande do Sul;Chile;Abril;2025;267
Aérea;Goiás;Chile;Abril;2025;6
Aérea;Distrito Federal;Chile;Abril;2025;386
Terrestre;Acre;Chile;Abril;2025;3
Terrestre;Acre;Chile;Abril;2025;1
Terrestre;Amazonas;Chile;Abril;2025;3
Terrestre;Roraima;Chile;Abril;2025;5
Terrestre;Paraná;Chile;Abril;2025;95
Terrestre;Paraná;Chile;Abril;2025;237
Terrestre;Paraná;Chile;Abril;2025;1
Terrestre;Santa Catarina;Chile;Abril;2025;8
Terrestre;Rio Grande do Sul;Chile;Abril;2025;45
Terrestre;Rio Grande do Sul;Chile;Abril;2025;8
Terrestre;Rio Grande do Sul;Chile;Abril;2025;2
Terrestre;Rio Grande do Sul;Chile;Abril;2025;7
Terrestre;Rio Grande do Sul;Chile;Abril;2025;4
Terrestre;Rio Grande do Sul;Chile;Abril;2025;75
Terrestre;Mato Grosso do Sul;Chile;Abril;2025;15
Terrestre;Mato Grosso do Sul;Chile;Abril;2025;1
Marítima;Rio de Janeiro;Chile;Abril;2025;113
Marítima;São Paulo;Chile;Abril;2025;26
Marítima;Santa Catarina;Chile;Abril;2025;1
Fluvial;Rio Grande do Sul;Chile;Abril;2025;1
Fluvial;Rio Grande do Sul;Chile;Abril;2025;1
Aérea;Amazonas;China;Abril;2025;18
Aérea;Pará;China;Abril;2025;9
Aérea;Ceará;China;Abril;2025;7
Aérea;Rio Grande do Norte;China;Abril;2025;2
Aérea;Pernambuco;China;Abril;2025;1
Aérea;Bahia;China;Abril;2025;16
Aérea;Minas Gerais;China;Abril;2025;6
Aérea;Rio de Janeiro;China;Abril;2025;679
Aérea;São Paulo;China;Abril;2025;19
Aérea;São Paulo;China;Abril;2025;8313
Aérea;Paraná;China;Abril;2025;8
Aérea;Paraná;China;Abril;2025;19
Aérea;Santa Catarina;China;Abril;2025;15
Aérea;Rio Grande do Sul;China;Abril;2025;16
Aérea;Distrito Federal;China;Abril;2025;39
Terrestre;Amazonas;China;Abril;2025;5
Terrestre;Roraima;China;Abril;2025;8
Terrestre;Roraima;China;Abril;2025;1
Terrestre;Paraná;China;Abril;2025;39
Terrestre;Paraná;China;Abril;2025;288
Terrestre;Paraná;China;Abril;2025;1
Terrestre;Rio Grande do Sul;China;Abril;2025;1
Terrestre;Rio Grande do Sul;China;Abril;2025;1
Terrestre;Rio Grande do Sul;China;Abril;2025;2
Terrestre;Rio Grande do Sul;China;Abril;2025;3
Terrestre;Mato Grosso do Sul;China;Abril;2025;1
Marítima;Bahia;China;Abril;2025;1
Marítima;Rio de Janeiro;China;Abril;2025;20
Marítima;Rio de Janeiro;China;Abril;2025;67
Marítima;São Paulo;China;Abril;2025;15
Marítima;Santa Catarina;China;Abril;2025;1
Aérea;Pará;China, Hong Kong;Abril;2025;1
Aérea;Rio de Janeiro;China, Hong Kong;Abril;2025;43
Aérea;São Paulo;China, Hong Kong;Abril;2025;492
Aérea;Santa Catarina;China, Hong Kong;Abril;2025;2
Aérea;Rio Grande do Sul;China, Hong Kong;Abril;2025;2
Terrestre;Paraná;China, Hong Kong;Abril;2025;3
Terrestre;Paraná;China, Hong Kong;Abril;2025;33
Aérea;Rio de Janeiro;China, Macao;Abril;2025;2
Aérea;São Paulo;China, Macao;Abril;2025;14
Aérea;Bahia;Chipre;Abril;2025;1
Aérea;Rio de Janeiro;Chipre;Abril;2025;22
Aérea;São Paulo;Chipre;Abril;2025;30
Aérea;Rio Grande do Sul;Chipre;Abril;2025;1
Terrestre;Amapá;Chipre;Abril;2025;1
Terrestre;Paraná;Chipre;Abril;2025;32
Marítima;Rio de Janeiro;Chipre;Abril;2025;1
Aérea;Amazonas;Cingapura;Abril;2025;1
Aérea;Ceará;Cingapura;Abril;2025;1
Aérea;Rio de Janeiro;Cingapura;Abril;2025;121
Aérea;São Paulo;Cingapura;Abril;2025;205
Aérea;Paraná;Cingapura;Abril;2025;1
Aérea;Santa Catarina;Cingapura;Abril;2025;1
Terrestre;Paraná;Cingapura;Abril;2025;1
Terrestre;Paraná;Cingapura;Abril;2025;45
Aérea;Amazonas;Colômbia;Abril;2025;284
Aérea;Pará;Colômbia;Abril;2025;2
Aérea;Ceará;Colômbia;Abril;2025;6
Aérea;Rio Grande do Norte;Colômbia;Abril;2025;1
Aérea;Pernambuco;Colômbia;Abril;2025;5
Aérea;Bahia;Colômbia;Abril;2025;77
Aérea;Minas Gerais;Colômbia;Abril;2025;117
Aérea;Rio de Janeiro;Colômbia;Abril;2025;4521
Aérea;São Paulo;Colômbia;Abril;2025;28
Aérea;São Paulo;Colômbia;Abril;2025;7685
Aérea;Paraná;Colômbia;Abril;2025;27
Aérea;Paraná;Colômbia;Abril;2025;66
Aérea;Santa Catarina;Colômbia;Abril;2025;265
Aérea;Santa Catarina;Colômbia;Abril;2025;1
Aérea;Rio Grande do Sul;Colômbia;Abril;2025;450
Aérea;Distrito Federal;Colômbia;Abril;2025;833
Terrestre;Rondônia;Colômbia;Abril;2025;4
Terrestre;Acre;Colômbia;Abril;2025;20
Terrestre;Acre;Colômbia;Abril;2025;1
Terrestre;Amazonas;Colômbia;Abril;2025;303
Terrestre;Roraima;Colômbia;Abril;2025;8
Terrestre;Roraima;Colômbia;Abril;2025;26
Terrestre;Amapá;Colômbia;Abril;2025;14
Terrestre;Paraná;Colômbia;Abril;2025;170
Terrestre;Paraná;Colômbia;Abril;2025;751
Terrestre;Santa Catarina;Colômbia;Abril;2025;9
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;6
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;34
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;15
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;4
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;22
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;3
Terrestre;Rio Grande do Sul;Colômbia;Abril;2025;70
Terrestre;Mato Grosso do Sul;Colômbia;Abril;2025;99
Terrestre;Mato Grosso do Sul;Colômbia;Abril;2025;1
Terrestre;Mato Grosso;Colômbia;Abril;2025;3
Marítima;Rio de Janeiro;Colômbia;Abril;2025;6
Marítima;São Paulo;Colômbia;Abril;2025;16
Fluvial;Amapá;Colômbia;Abril;2025;3
Fluvial;Rio Grande do Sul;Colômbia;Abril;2025;4
Fluvial;Rio Grande do Sul;Colômbia;Abril;2025;15
Aérea;Rio de Janeiro;Comores;Abril;2025;1
Aérea;São Paulo;Comores;Abril;2025;1
Aérea;São Paulo;Comores;Abril;2025;1
Aérea;Rio de Janeiro;Congo;Abril;2025;1
Aérea;São Paulo;Congo;Abril;2025;66
Terrestre;Mato Grosso do Sul;Congo;Abril;2025;1
Aérea;Bahia;Coreia do Norte;Abril;2025;1
Aérea;Amazonas;Costa Rica;Abril;2025;19
Aérea;Bahia;Costa Rica;Abril;2025;1
Aérea;Minas Gerais;Costa Rica;Abril;2025;26
Aérea;Rio de Janeiro;Costa Rica;Abril;2025;932
Aérea;São Paulo;Costa Rica;Abril;2025;1239
Aérea;Paraná;Costa Rica;Abril;2025;5
Aérea;Paraná;Costa Rica;Abril;2025;2
Aérea;Santa Catarina;Costa Rica;Abril;2025;19
Aérea;Rio Grande do Sul;Costa Rica;Abril;2025;12
Aérea;Distrito Federal;Costa Rica;Abril;2025;32
Terrestre;Paraná;Costa Rica;Abril;2025;52
Terrestre;Paraná;Costa Rica;Abril;2025;152
Terrestre;Paraná;Costa Rica;Abril;2025;1
Terrestre;Rio Grande do Sul;Costa Rica;Abril;2025;1
Terrestre;Rio Grande do Sul;Costa Rica;Abril;2025;1
Terrestre;Mato Grosso do Sul;Costa Rica;Abril;2025;1
Marítima;Rio de Janeiro;Costa Rica;Abril;2025;4
Aérea;Rio de Janeiro;Costa do Marfim;Abril;2025;4
Aérea;São Paulo;Costa do Marfim;Abril;2025;1
Aérea;São Paulo;Costa do Marfim;Abril;2025;12
Aérea;Distrito Federal;Costa do Marfim;Abril;2025;1
Terrestre;Mato Grosso do Sul;Costa do Marfim;Abril;2025;1
Aérea;Amazonas;Croácia;Abril;2025;1
Aérea;Pernambuco;Croácia;Abril;2025;1
Aérea;Bahia;Croácia;Abril;2025;7
Aérea;Minas Gerais;Croácia;Abril;2025;3
Aérea;Rio de Janeiro;Croácia;Abril;2025;285
Aérea;São Paulo;Croácia;Abril;2025;3
Aérea;São Paulo;Croácia;Abril;2025;112
Aérea;Paraná;Croácia;Abril;2025;2
Terrestre;Paraná;Croácia;Abril;2025;3
Terrestre;Paraná;Croácia;Abril;2025;10
Marítima;Rio de Janeiro;Croácia;Abril;2025;5
Marítima;Rio de Janeiro;Croácia;Abril;2025;5
Aérea;Amazonas;Cuba;Abril;2025;7
Aérea;Pará;Cuba;Abril;2025;2
Aérea;Ceará;Cuba;Abril;2025;2
Aérea;Pernambuco;Cuba;Abril;2025;3
Aérea;Minas Gerais;Cuba;Abril;2025;4
Aérea;Rio de Janeiro;Cuba;Abril;2025;56
Aérea;São Paulo;Cuba;Abril;2025;272
Aérea;Paraná;Cuba;Abril;2025;3
Aérea;Santa Catarina;Cuba;Abril;2025;8
Aérea;Rio Grande do Sul;Cuba;Abril;2025;14
Aérea;Distrito Federal;Cuba;Abril;2025;17
Terrestre;Paraná;Cuba;Abril;2025;7
Terrestre;Paraná;Cuba;Abril;2025;2
Terrestre;Rio Grande do Sul;Cuba;Abril;2025;1
Terrestre;Rio Grande do Sul;Cuba;Abril;2025;19
Terrestre;Rio Grande do Sul;Cuba;Abril;2025;13
Terrestre;Rio Grande do Sul;Cuba;Abril;2025;4
Terrestre;Rio Grande do Sul;Cuba;Abril;2025;1
Terrestre;Mato Grosso do Sul;Cuba;Abril;2025;1
Aérea;Amazonas;Dinamarca;Abril;2025;8
Aérea;Pará;Dinamarca;Abril;2025;9
Aérea;Ceará;Dinamarca;Abril;2025;36
Aérea;Rio Grande do Norte;Dinamarca;Abril;2025;8
Aérea;Pernambuco;Dinamarca;Abril;2025;5
Aérea;Alagoas;Dinamarca;Abril;2025;3
Aérea;Bahia;Dinamarca;Abril;2025;17
Aérea;Minas Gerais;Dinamarca;Abril;2025;6
Aérea;Rio de Janeiro;Dinamarca;Abril;2025;449
Aérea;São Paulo;Dinamarca;Abril;2025;5
Aérea;São Paulo;Dinamarca;Abril;2025;406
Aérea;Santa Catarina;Dinamarca;Abril;2025;6
Aérea;Rio Grande do Sul;Dinamarca;Abril;2025;5
Aérea;Distrito Federal;Dinamarca;Abril;2025;7
Terrestre;Acre;Dinamarca;Abril;2025;2
Terrestre;Roraima;Dinamarca;Abril;2025;1
Terrestre;Roraima;Dinamarca;Abril;2025;1
Terrestre;Paraná;Dinamarca;Abril;2025;2
Terrestre;Paraná;Dinamarca;Abril;2025;97
Terrestre;Rio Grande do Sul;Dinamarca;Abril;2025;1
Terrestre;Mato Grosso do Sul;Dinamarca;Abril;2025;2
Marítima;Rio de Janeiro;Dinamarca;Abril;2025;3
Marítima;Rio de Janeiro;Dinamarca;Abril;2025;158
Aérea;Rio de Janeiro;Djibouti;Abril;2025;1
Aérea;São Paulo;Djibouti;Abril;2025;1
Aérea;Ceará;Dominica;Abril;2025;1
Aérea;Rio de Janeiro;Dominica;Abril;2025;1
Aérea;São Paulo;Dominica;Abril;2025;1
Aérea;São Paulo;Dominica;Abril;2025;21
Aérea;Ceará;Egito;Abril;2025;1
Aérea;Rio de Janeiro;Egito;Abril;2025;48
Aérea;São Paulo;Egito;Abril;2025;1
Aérea;São Paulo;Egito;Abril;2025;166
Terrestre;Paraná;Egito;Abril;2025;1
Marítima;Rio de Janeiro;Egito;Abril;2025;3
Marítima;Santa Catarina;Egito;Abril;2025;6
Aérea;Amazonas;El Salvador;Abril;2025;2
Aérea;Ceará;El Salvador;Abril;2025;2
Aérea;Bahia;El Salvador;Abril;2025;1
Aérea;Minas Gerais;El Salvador;Abril;2025;9
Aérea;Rio de Janeiro;El Salvador;Abril;2025;182
Aérea;São Paulo;El Salvador;Abril;2025;1
Aérea;São Paulo;El Salvador;Abril;2025;209
Aérea;Santa Catarina;El Salvador;Abril;2025;5
Aérea;Distrito Federal;El Salvador;Abril;2025;7
Terrestre;Acre;El Salvador;Abril;2025;1
Terrestre;Acre;El Salvador;Abril;2025;1
Terrestre;Paraná;El Salvador;Abril;2025;6
Terrestre;Paraná;El Salvador;Abril;2025;23
Terrestre;Rio Grande do Sul;El Salvador;Abril;2025;1
Terrestre;Rio Grande do Sul;El Salvador;Abril;2025;1
Terrestre;Mato Grosso do Sul;El Salvador;Abril;2025;1
Aérea;Rio de Janeiro;Emirados Árabes Unidos;Abril;2025;35
Aérea;São Paulo;Emirados Árabes Unidos;Abril;2025;104
Terrestre;Paraná;Emirados Árabes Unidos;Abril;2025;2
Terrestre;Rio Grande do Sul;Emirados Árabes Unidos;Abril;2025;1
Marítima;Rio de Janeiro;Emirados Árabes Unidos;Abril;2025;2
Aérea;Amazonas;Equador;Abril;2025;5
Aérea;Ceará;Equador;Abril;2025;1
Aérea;Pernambuco;Equador;Abril;2025;2
Aérea;Bahia;Equador;Abril;2025;3
Aérea;Bahia;Equador;Abril;2025;44
Aérea;Minas Gerais;Equador;Abril;2025;20
Aérea;Rio de Janeiro;Equador;Abril;2025;1898
Aérea;São Paulo;Equador;Abril;2025;2
Aérea;São Paulo;Equador;Abril;2025;2124
Aérea;Paraná;Equador;Abril;2025;2
Aérea;Paraná;Equador;Abril;2025;34
Aérea;Santa Catarina;Equador;Abril;2025;47
Aérea;Rio Grande do Sul;Equador;Abril;2025;44
Aérea;Distrito Federal;Equador;Abril;2025;202
Terrestre;Acre;Equador;Abril;2025;4
Terrestre;Amazonas;Equador;Abril;2025;4
Terrestre;Roraima;Equador;Abril;2025;2
Terrestre;Paraná;Equador;Abril;2025;69
Terrestre;Paraná;Equador;Abril;2025;355
Terrestre;Rio Grande do Sul;Equador;Abril;2025;10
Terrestre;Rio Grande do Sul;Equador;Abril;2025;4
Terrestre;Rio Grande do Sul;Equador;Abril;2025;2
Terrestre;Mato Grosso do Sul;Equador;Abril;2025;10
Terrestre;Mato Grosso do Sul;Equador;Abril;2025;4
Marítima;Rio de Janeiro;Equador;Abril;2025;3
Marítima;São Paulo;Equador;Abril;2025;1
Aérea;São Paulo;Eritréia;Abril;2025;1
Aérea;Bahia;Eslováquia;Abril;2025;5
Aérea;Minas Gerais;Eslováquia;Abril;2025;1
Aérea;Rio de Janeiro;Eslováquia;Abril;2025;79
Aérea;São Paulo;Eslováquia;Abril;2025;2
Aérea;São Paulo;Eslováquia;Abril;2025;104
Aérea;Paraná;Eslováquia;Abril;2025;1
Aérea;Santa Catarina;Eslováquia;Abril;2025;1
Aérea;Rio Grande do Sul;Eslováquia;Abril;2025;2
Terrestre;Amapá;Eslováquia;Abril;2025;1
Terrestre;Paraná;Eslováquia;Abril;2025;37
Terrestre;Paraná;Eslováquia;Abril;2025;75
Terrestre;Rio Grande do Sul;Eslováquia;Abril;2025;2
Aérea;Ceará;Eslovênia;Abril;2025;24
Aérea;Pernambuco;Eslovênia;Abril;2025;3
Aérea;Bahia;Eslovênia;Abril;2025;3
Aérea;Rio de Janeiro;Eslovênia;Abril;2025;34
Aérea;São Paulo;Eslovênia;Abril;2025;2
Aérea;São Paulo;Eslovênia;Abril;2025;78
Aérea;Rio Grande do Sul;Eslovênia;Abril;2025;1
Aérea;Distrito Federal;Eslovênia;Abril;2025;3
Terrestre;Paraná;Eslovênia;Abril;2025;1
Terrestre;Paraná;Eslovênia;Abril;2025;8
Terrestre;Rio Grande do Sul;Eslovênia;Abril;2025;2
Marítima;Rio de Janeiro;Eslovênia;Abril;2025;6
Marítima;São Paulo;Eslovênia;Abril;2025;1
Aérea;Amazonas;Espanha;Abril;2025;40
Aérea;Pará;Espanha;Abril;2025;16
Aérea;Ceará;Espanha;Abril;2025;159
Aérea;Rio Grande do Norte;Espanha;Abril;2025;79
Aérea;Pernambuco;Espanha;Abril;2025;137
Aérea;Alagoas;Espanha;Abril;2025;10
Aérea;Bahia;Espanha;Abril;2025;3
Aérea;Bahia;Espanha;Abril;2025;398
Aérea;Minas Gerais;Espanha;Abril;2025;58
Aérea;Rio de Janeiro;Espanha;Abril;2025;2267
Aérea;São Paulo;Espanha;Abril;2025;49
Aérea;São Paulo;Espanha;Abril;2025;6687
Aérea;São Paulo;Espanha;Abril;2025;2
Aérea;Paraná;Espanha;Abril;2025;20
Aérea;Paraná;Espanha;Abril;2025;16
Aérea;Santa Catarina;Espanha;Abril;2025;103
Aérea;Santa Catarina;Espanha;Abril;2025;1
Aérea;Rio Grande do Sul;Espanha;Abril;2025;70
Aérea;Distrito Federal;Espanha;Abril;2025;98
Terrestre;Rondônia;Espanha;Abril;2025;1
Terrestre;Acre;Espanha;Abril;2025;4
Terrestre;Acre;Espanha;Abril;2025;1
Terrestre;Amazonas;Espanha;Abril;2025;10
Terrestre;Roraima;Espanha;Abril;2025;3
Terrestre;Roraima;Espanha;Abril;2025;6
Terrestre;Amapá;Espanha;Abril;2025;2
Terrestre;Paraná;Espanha;Abril;2025;1
Terrestre;Paraná;Espanha;Abril;2025;210
Terrestre;Paraná;Espanha;Abril;2025;1339
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;32
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;57
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;2
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;7
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;4
Terrestre;Rio Grande do Sul;Espanha;Abril;2025;7
Terrestre;Mato Grosso do Sul;Espanha;Abril;2025;21
Terrestre;Mato Grosso do Sul;Espanha;Abril;2025;3
Marítima;Rio de Janeiro;Espanha;Abril;2025;141
Marítima;São Paulo;Espanha;Abril;2025;9
Fluvial;Pará;Espanha;Abril;2025;1
Fluvial;Amapá;Espanha;Abril;2025;4
Fluvial;Rio Grande do Sul;Espanha;Abril;2025;1
Fluvial;Rio Grande do Sul;Espanha;Abril;2025;2
Aérea;Amazonas;Estados Unidos;Abril;2025;670
Aérea;Pará;Estados Unidos;Abril;2025;41
Aérea;Ceará;Estados Unidos;Abril;2025;844
Aérea;Rio Grande do Norte;Estados Unidos;Abril;2025;7
Aérea;Pernambuco;Estados Unidos;Abril;2025;302
Aérea;Bahia;Estados Unidos;Abril;2025;1
Aérea;Bahia;Estados Unidos;Abril;2025;36
Aérea;Minas Gerais;Estados Unidos;Abril;2025;243
Aérea;Rio de Janeiro;Estados Unidos;Abril;2025;11025
Aérea;São Paulo;Estados Unidos;Abril;2025;2820
Aérea;São Paulo;Estados Unidos;Abril;2025;26050
Aérea;São Paulo;Estados Unidos;Abril;2025;4
Aérea;Paraná;Estados Unidos;Abril;2025;6
Aérea;Paraná;Estados Unidos;Abril;2025;52
Aérea;Santa Catarina;Estados Unidos;Abril;2025;160
Aérea;Rio Grande do Sul;Estados Unidos;Abril;2025;138
Aérea;Mato Grosso do Sul;Estados Unidos;Abril;2025;1
Aérea;Distrito Federal;Estados Unidos;Abril;2025;572
Terrestre;Acre;Estados Unidos;Abril;2025;8
Terrestre;Acre;Estados Unidos;Abril;2025;2
Terrestre;Amazonas;Estados Unidos;Abril;2025;10
Terrestre;Roraima;Estados Unidos;Abril;2025;9
Terrestre;Amapá;Estados Unidos;Abril;2025;3
Terrestre;Paraná;Estados Unidos;Abril;2025;131
Terrestre;Paraná;Estados Unidos;Abril;2025;1601
Terrestre;Santa Catarina;Estados Unidos;Abril;2025;2
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;23
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;10
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;2
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;4
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;2
Terrestre;Rio Grande do Sul;Estados Unidos;Abril;2025;4
Terrestre;Mato Grosso do Sul;Estados Unidos;Abril;2025;1
Marítima;Ceará;Estados Unidos;Abril;2025;3
